id,special_cond,light,weather,wind,wind_speed,precipitation,visibility
A-522318,Unknown,Daylight,Fair,Other,7,0,10
A-522413,Signal_StopSign,Darkness_Lights_Lit,Raining,Other,7,0.01,9
A-522422,RoadHighwayJunction,Daylight,Fair,Other,5,0,10
A-522540,Unknown,Darkness_Lights_Unlit,Fair,Other,6,0,10
A-522541,Signal_StopSign,Daylight,Fair,Other,6,0,10
A-522542,Unknown,Daylight,Fair,Other,10,0,10
A-522591,Unknown,Daylight,Fair,Other,9,0,10
A-522733,Unknown,Daylight,Fair,Other,3,0,10
A-522957,RoadHighwayJunction,Daylight,Fair,Other,6,0,10
A-523031,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-523084,Unknown,Daylight,Fair,Other,0,0,10
A-523085,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-523086,RoadHighwayJunction,Daylight,Fair,Other,6,0,10
A-523173,Signal_StopSign,Daylight,Fair,Other,10,0,10
A-523413,Unknown,Daylight,Fair,Other,0,0,10
A-523557,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-524525,Pedestrian_Crossing,Darkness_Lights_Lit,Fair,Other,14,0,10
A-524552,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-524553,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-524688,Unknown,Daylight,Fair,Other,5,0,10
A-524699,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-524819,Signal_StopSign,Daylight,Fair,Other,7,0,10
A-524903,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-524904,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-525008,Other,Daylight,Fair,Other,6,0,10
A-525009,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-525421,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-525590,Signal_StopSign,Daylight,Fair,Other,17,0,10
A-525628,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-525742,Unknown,Daylight,Fair,Other,0,0,10
A-525788,Unknown,Darkness_Lights_Lit,Fair,Other,14,0,10
A-525840,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-526051,Unknown,Daylight,Fair,Other,7,0,10
A-526342,Unknown,Daylight,Raining,Other,9,0.01,9
A-526380,Unknown,Daylight,Fair,Other,7,0,10
A-526407,Unknown,Daylight,Fair,Other,0,0,10
A-526968,Unknown,Daylight,Fair,Unknown,NA,0,10
A-527127,Unknown,Daylight,Fair,Other,5,0,10
A-527279,Other,Daylight,Fair,Other,3,0,10
A-527365,Unknown,Daylight,Fair,Other,15,0,10
A-527510,Other,Daylight,Fair,Unknown,NA,0,10
A-527571,Unknown,Daylight,Fair,Other,6,0,10
A-528703,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,0,0,10
A-528903,Unknown,Darkness_Lights_Lit,Fair,Other,15,0,10
A-528904,Unknown,Daylight,Fair,Other,16,0,10
A-529083,Unknown,Darkness_Lights_Lit,Fair,Other,6,0.02,10
A-529193,Unknown,Daylight,Fair,Other,3,0,10
A-529194,Unknown,Daylight,Fair,Other,9,0,10
A-529294,Unknown,Daylight,Fair,Other,6,0,10
A-529724,Unknown,Daylight,Fair,Other,9,0,10
A-529864,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-530150,RoadHighwayJunction,Daylight,Fair,Other,3,0,10
A-530151,Unknown,Daylight,Fair,Other,5,0,10
A-530441,Other,Daylight,Fair,Other,7,0,10
A-530442,Signal_StopSign,Daylight,Fair,Other,6,0,10
A-530443,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-530472,Other,Daylight,Fair,Other,0,0,10
A-530558,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,20,0,10
A-530628,RoadHighwayJunction,Daylight,Fair,Other,8,0,10
A-530736,Unknown,Daylight,Fair,Other,6,0,10
A-531198,Other,Darkness_Lights_Lit,Fair,Other,14,0,10
A-531635,Other,Daylight,Fair,Other,6,0,10
A-531637,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,10
A-531739,Unknown,Darkness_Lights_Lit,Other,Windy,29,0,3
A-531961,Signal_StopSign,Daylight,Fair,Other,8,0,10
A-532153,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-532220,Signal_StopSign,Daylight,Fair,Other,8,0,10
A-532303,Signal_StopSign,Daylight,Other,Other,8,0,10
A-532364,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,12,0,10
A-532379,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-532583,Signal_StopSign,Darkness_Lights_Unlit,Fair,Other,13,0,10
A-533569,Unknown,Daylight,Fair,Other,3,0,10
A-533754,Unknown,Daylight,Fair,Other,0,0,10
A-533908,Unknown,Daylight,Fair,Other,6,0,10
A-534146,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-534147,Unknown,Darkness_Lights_Unlit,Fair,Other,10,0,10
A-534482,Unknown,Daylight,Fair,Other,3,0,10
A-534710,Unknown,Daylight,Fair,Other,8,0,10
A-534740,Unknown,Daylight,Fair,Other,0,0,10
A-534889,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-534890,Unknown,Daylight,Fair,Other,8,0,10
A-535012,Unknown,Daylight,Fair,Other,8,0,10
A-535013,Unknown,Daylight,Fair,Other,6,0,10
A-535014,Unknown,Daylight,Fair,Other,0,0,10
A-535485,Unknown,Daylight,Fair,Other,8,0,10
A-535571,Unknown,Daylight,Fair,Other,6,0,10
A-535705,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-535887,Signal_StopSign,Daylight,Fair,Other,7,0,10
A-536334,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-536603,Other,Daylight,Fair,Other,7,0,10
A-536620,Unknown,Daylight,Fair,Other,6,0,10
A-536653,Signal_StopSign,Darkness_Lights_Unlit,Fair,Other,8,0,10
A-536718,Pedestrian_Crossing,Darkness_Lights_Lit,Fair,Other,9,0,10
A-536870,Unknown,Darkness_Lights_Unlit,Fair,Unknown,NA,0,10
A-537013,Unknown,Daylight,Fair,Other,3,0,10
A-537443,Unknown,Daylight,Fair,Other,5,0,10
A-537480,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-537791,Unknown,Daylight,Fair,Other,6,0,10
A-538289,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,10
A-538394,Signal_StopSign,Daylight,Fair,Other,8,0,10
A-538447,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-538471,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-538493,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,8,0,10
A-538517,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,6,0,10
A-538518,RoadHighwayJunction,Daylight,Fair,Other,3,0,10
A-538593,Unknown,Daylight,Fair,Other,7,0,10
A-538866,RoadHighwayJunction,Daylight,Fair,Other,0,0,8
A-538933,Unknown,Daylight,Fair,Other,0,0,10
A-539419,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-539785,Unknown,Daylight,Fair,Unknown,NA,0,10
A-539850,Unknown,Daylight,Fair,Other,6,0,10
A-539930,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-540005,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-540435,Unknown,Daylight,Fair,Other,0,0,10
A-540990,Other,Darkness_Lights_Lit,Fair,Other,3,0,10
A-540993,RoadHighwayJunction,Daylight,Fair,Other,7,0,10
A-541077,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-541079,Unknown,Daylight,Fair,Other,3,0,10
A-541093,Unknown,Daylight,Fair,Other,7,0,10
A-541243,RoadHighwayJunction,Daylight,Fair,Other,0,0,10
A-541363,Unknown,Daylight,Fair,Other,7,0,10
A-541443,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-541565,Unknown,Daylight,Fair,Other,10,0,10
A-541781,RoadHighwayJunction,Daylight,Fair,Other,3,0,10
A-542123,Unknown,Daylight,Fair,Other,3,0,10
A-542242,RoadHighwayJunction,Daylight,Fair,Other,0,0,10
A-542288,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,8,0,10
A-542464,Unknown,Daylight,Fair,Other,0,0,10
A-542672,Unknown,Darkness_Lights_Unlit,Fair,Other,15,0,10
A-542675,Other,Daylight,Fair,Other,9,0,10
A-542808,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0.02,10
A-542858,Signal_StopSign,Daylight,Other,Other,12,0,10
A-542859,Unknown,Daylight,Fair,Other,0,0,10
A-542903,Unknown,Daylight,Fair,Other,8,0,10
A-543172,Unknown,Daylight,Fair,Other,0,0,10
A-543193,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-543194,Signal_StopSign,Daylight,Fair,Other,6,0,10
A-543216,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-543236,RoadHighwayJunction,Daylight,Fair,Other,15,0,10
A-544403,Unknown,Daylight,Fair,Other,12,0,10
A-544417,Other,Daylight,Fair,Other,3,0,10
A-544884,Other,Daylight,Fair,Other,5,0,10
A-544939,Unknown,Daylight,Fair,Other,8,0,10
A-545127,Unknown,Daylight,Fair,Other,7,0,10
A-545296,Other,Daylight,Fair,Other,10,0,10
A-545358,Pedestrian_Crossing,Darkness_Lights_Unlit,Fair,Other,9,0,10
A-545513,Unknown,Daylight,Fair,Other,3,0,10
A-545653,Unknown,Daylight,Fair,Other,5,0,10
A-545769,Unknown,Daylight,Fair,Other,0,0,10
A-546188,Unknown,Daylight,Fair,Other,0,0,10
A-546263,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-546324,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-546702,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-546725,Unknown,Daylight,Fair,Other,0,0,10
A-546868,RoadHighwayJunction,Daylight,Fair,Other,12,0,10
A-546869,Unknown,Daylight,Fog or smoke or dust,Other,8,0,6
A-547107,Unknown,Daylight,Fair,Other,5,0,10
A-547126,Unknown,Daylight,Fair,Other,3,0,10
A-547547,Unknown,Daylight,Fair,Other,0,0,10
A-548100,Unknown,Daylight,Fair,Other,7,0,10
A-548540,Unknown,Darkness_Lights_Lit,Raining,Other,10,0.01,10
A-548541,Unknown,Daylight,Fair,Other,0,0,10
A-548542,Unknown,Daylight,Fair,Other,15,0,10
A-548716,Unknown,Daylight,Raining,Other,6,0.06,2
A-548783,Unknown,Darkness_Lights_Lit,Fair,Other,10,0,10
A-549127,Signal_StopSign,Darkness_Lights_Unlit,Fair,Other,7,0,10
A-549128,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-549596,Unknown,Darkness_Lights_Lit,Fair,Other,18,0,10
A-550102,Unknown,Daylight,Fair,Other,9,0,10
A-550473,Unknown,Daylight,Fair,Other,5,0,10
A-550653,Unknown,Daylight,Fair,Other,3,0,10
A-550888,Signal_StopSign,Daylight,Fair,Other,13,0,10
A-550892,Signal_StopSign,Daylight,Fair,Other,7,0,10
A-551501,Unknown,Darkness_Lights_Unlit,Fair,Other,3,0,10
A-551502,Unknown,Darkness_Lights_Lit,Fair,Unknown,NA,0,10
A-551503,Unknown,Daylight,Fair,Other,7,0,10
A-551749,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-551752,Unknown,Darkness_Lights_Unlit,Fair,Other,6,0,10
A-551892,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-552145,Unknown,Daylight,Fair,Other,0,0,10
A-552334,Unknown,Daylight,Fair,Other,8,0,10
A-552534,Signal_StopSign,Daylight,Fair,Other,7,0,10
A-552933,Unknown,Daylight,Fair,Other,0,0,10
A-554328,Unknown,Daylight,Fair,Other,0,0,10
A-554406,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-554407,Unknown,Daylight,Fair,Other,9,0,10
A-554408,Unknown,Daylight,Fair,Other,12,0,10
A-554447,Unknown,Daylight,Fair,Other,10,0,10
A-554449,Unknown,Daylight,Fair,Other,0,0,10
A-554587,Signal_StopSign,Darkness_Lights_Lit,Raining,Other,6,0.03,9
A-554678,Unknown,Daylight,Fair,Other,9,0,10
A-554863,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-554864,RoadHighwayJunction,Daylight,Fair,Other,7,0.04,10
A-554865,Unknown,Daylight,Fair,Other,8,0,10
A-555357,Unknown,Daylight,Fair,Other,8,0,10
A-555447,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-556436,RoadHighwayJunction,Daylight,Fair,Other,7,0,10
A-556558,Unknown,Daylight,Fair,Other,7,0,10
A-557539,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-557540,Unknown,Daylight,Fair,Other,6,0,10
A-558384,Other,Daylight,Fair,Other,6,0,10
A-558740,RoadHighwayJunction,Daylight,Fair,Other,12,0,10
A-559027,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-559048,Unknown,Daylight,Fair,Other,5,0,10
A-560013,Unknown,Daylight,Fair,Other,0,0,9
A-560014,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-560259,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-561308,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-561309,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-561310,Signal_StopSign,Daylight,Fair,Other,10,0,10
A-561311,Signal_StopSign,Daylight,Fair,Other,18,0,10
A-561312,Signal_StopSign,Daylight,Fair,Other,12,0,10
A-561609,Other,Daylight,Fair,Other,0,0,10
A-561882,Unknown,Daylight,Fair,Other,16,0,10
A-561898,Signal_StopSign,Daylight,Fair,Other,9,0,10
A-562530,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-562531,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-562581,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,6,0,10
A-563094,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,9,0,10
A-563365,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-563628,Signal_StopSign,Daylight,Fair,Other,6,0,10
A-563718,Unknown,Daylight,Fair,Other,6,0,10
A-563769,Unknown,Daylight,Fair,Other,3,0,10
A-564012,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-564063,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-564084,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-564279,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-564362,Unknown,Daylight,Fair,Other,20,0,10
A-564453,Unknown,Daylight,Unknown,Other,0,0,10
A-564987,Unknown,Daylight,Fair,Other,0,0,10
A-564988,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-565381,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-565641,Unknown,Darkness_Lights_Unlit,Fair,Other,9,0,10
A-565642,Unknown,Daylight,Fair,Other,12,0,10
A-565683,Unknown,Daylight,Fair,Other,0,0,10
A-565787,Unknown,Daylight,Fair,Other,3,0,10
A-566254,Unknown,Daylight,Other,Other,6,0,4
A-566430,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-566542,Unknown,Daylight,Fair,Other,10,0,10
A-566991,Unknown,Daylight,Fair,Other,5,0.01,10
A-566992,Unknown,Daylight,Fair,Other,0,0,10
A-567069,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-567308,Unknown,Daylight,Fair,Other,3,0,9
A-568540,Unknown,Daylight,Fair,Other,9,0,10
A-568543,Unknown,Daylight,Fair,Other,7,0,10
A-568900,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-569047,Unknown,Daylight,Fair,Unknown,NA,0,10
A-569280,Unknown,Daylight,Fair,Other,5,0,10
A-569281,Unknown,Daylight,Fair,Other,5,0,10
A-569400,Unknown,Daylight,Fair,Other,3,0,10
A-569401,Unknown,Darkness_Lights_Lit,Fair,Other,9,0,10
A-569402,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-569673,Unknown,Daylight,Fair,Other,5,0,10
A-569911,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-570340,Unknown,Daylight,Fair,Other,3,0,10
A-570490,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-570557,Unknown,Daylight,Fair,Other,0,0,10
A-570730,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-571111,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-571319,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-571513,Unknown,Daylight,Fair,Other,9,0,10
A-571514,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-571570,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,10
A-571928,Signal_StopSign,Daylight,Fair,Other,15,0,10
A-572036,Unknown,Darkness_Lights_Unlit,Fair,Other,13,0,10
A-572214,Unknown,Darkness_Lights_Lit,Fair,Other,9,0,10
A-572641,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-572929,Unknown,Daylight,Fair,Other,5,0,10
A-573007,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-573088,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-573263,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-573427,Unknown,Daylight,Fair,Other,6,0,10
A-573787,Unknown,Daylight,Fair,Other,0,0,10
A-574085,Unknown,Daylight,Raining,Other,5,0.05,5
A-574550,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,10
A-574852,Signal_StopSign,Daylight,Fair,Other,8,0,10
A-575241,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,5,0,10
A-576457,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-576645,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-576854,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,7
A-577124,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-577169,Unknown,Daylight,Fair,Other,7,0,10
A-577196,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-577245,Unknown,Darkness_Lights_Unlit,Fair,Other,3,0,10
A-577452,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-577803,Unknown,Daylight,Fair,Other,9,0,10
A-577832,Unknown,Daylight,Fair,Other,7,0,10
A-578401,Unknown,Darkness_Lights_Lit,Fair,Other,3,0.02,10
A-578552,Unknown,Daylight,Fair,Other,7,0,10
A-578654,Unknown,Daylight,Fair,Other,3,0,10
A-579109,Unknown,Daylight,Fair,Other,10,0,10
A-579167,Unknown,Daylight,Fair,Other,6,0,10
A-579239,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,9,0,10
A-579299,Unknown,Daylight,Fair,Other,7,0,10
A-579621,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-579791,Unknown,Daylight,Fair,Other,0,0,10
A-580066,Unknown,Daylight,Fair,Other,5,0,10
A-580159,Unknown,Daylight,Other,Windy,22,0,10
A-580178,Unknown,Daylight,Fair,Other,3,0,10
A-580586,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-580735,Other,Daylight,Fair,Other,0,0,10
A-580983,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,9
A-581364,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-581407,Unknown,Daylight,Fair,Other,8,0,10
A-581433,Unknown,Daylight,Fair,Other,7,0,10
A-581970,Unknown,Daylight,Fair,Other,3,0,10
A-581985,Unknown,Daylight,Fair,Other,13,0,10
A-582083,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-582306,Unknown,Daylight,Fair,Other,3,0,10
A-582307,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-582308,RoadHighwayJunction,Daylight,Fair,Other,5,0,10
A-582808,Signal_StopSign,Daylight,Fair,Other,8,0,10
A-582885,Unknown,Darkness_Lights_Lit,Fair,Other,12,0,10
A-583484,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-583606,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,5,0,10
A-583685,Unknown,Daylight,Fair,Unknown,NA,0,10
A-583769,Signal_StopSign,Darkness_Lights_Unlit,Fair,Other,6,0,10
A-583870,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-583872,Unknown,Daylight,Fair,Other,7,0,10
A-583947,Unknown,Daylight,Fair,Other,18,0,10
A-584500,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-584764,Other,Darkness_Lights_Lit,Fair,Other,8,0,10
A-584976,Signal_StopSign,Daylight,Fair,Other,9,0,10
A-585697,Signal_StopSign,Darkness_Lights_Unlit,Fair,Other,0,0,10
A-586099,Unknown,Daylight,Fair,Other,0,0,10
A-586114,Unknown,Daylight,Fair,Other,6,0,10
A-586291,Unknown,Daylight,Fair,Other,8,0,10
A-586643,Signal_StopSign,Daylight,Fair,Other,6,0,10
A-586707,RoadHighwayJunction,Daylight,Fair,Other,7,0,10
A-586731,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,5,0,10
A-587080,Unknown,Daylight,Fair,Other,0,0,10
A-587139,Unknown,Daylight,Fair,Other,6,0,10
A-587140,Unknown,Daylight,Raining,Other,12,0.04,4
A-587444,Pedestrian_Crossing,Daylight,Fair,Other,8,0,10
A-587535,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-587648,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-587769,Unknown,Daylight,Fair,Other,5,0,10
A-587773,Unknown,Daylight,Fair,Other,7,0,10
A-588264,Unknown,Daylight,Fair,Other,10,0,10
A-588265,Unknown,Daylight,Fair,Other,5,0,10
A-588278,Unknown,Daylight,Fair,Other,7,0,10
A-588321,Unknown,Daylight,Fair,Other,7,0,10
A-588405,Unknown,Darkness_Lights_Lit,Fair,Other,10,0,10
A-588490,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-588677,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-588795,Unknown,Daylight,Fair,Other,5,0,10
A-588816,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-589018,Unknown,Daylight,Fair,Other,3,0,10
A-589416,Unknown,Daylight,Fair,Other,0,0,10
A-589467,Unknown,Daylight,Fair,Other,0,0,10
A-589482,Unknown,Daylight,Fair,Other,8,0,10
A-589524,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-589755,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,8,0,10
A-589756,Signal_StopSign,Daylight,Fair,Other,6,0,10
A-589761,Unknown,Daylight,Fair,Other,8,0,10
A-589778,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,12,0,9
A-589843,Unknown,Daylight,Fair,Other,0,0,10
A-590081,Unknown,Daylight,Fair,Other,0,0,10
A-590352,Signal_StopSign,Daylight,Fair,Other,6,0,10
A-590786,Unknown,Daylight,Fair,Other,16,0,10
A-590787,Unknown,Daylight,Fair,Other,14,0,10
A-590831,Unknown,Daylight,Fair,Other,0,0,10
A-590931,Unknown,Daylight,Fair,Other,0,0,10
A-591017,Unknown,Daylight,Fair,Other,9,0,10
A-591661,Unknown,Daylight,Fair,Other,0,0,10
A-591818,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-591917,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-592000,Unknown,Daylight,Fair,Other,0,0,10
A-592123,Unknown,Daylight,Fair,Other,0,0,10
A-592124,Unknown,Daylight,Fair,Other,8,0,10
A-592235,Unknown,Daylight,Fair,Other,8,0,10
A-592261,Unknown,Daylight,Fair,Other,5,0,10
A-592273,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,5
A-592555,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-592755,Unknown,Daylight,Fair,Other,9,0,10
A-593113,Other,Daylight,Fair,Other,7,0,10
A-593233,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-593236,Unknown,Daylight,Fair,Other,3,0,10
A-593573,Unknown,Daylight,Fair,Other,6,0,10
A-593592,Signal_StopSign,Daylight,Fair,Other,7,0.04,10
A-593593,Unknown,Daylight,Fair,Other,8,0,10
A-593735,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-593769,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-593930,Unknown,Daylight,Fair,Other,6,0,10
A-594173,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-594220,RoadHighwayJunction,Daylight,Fair,Other,10,0,10
A-594262,Unknown,Daylight,Fair,Other,5,0,10
A-594263,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-594774,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-595311,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-595720,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-595721,Unknown,Daylight,Fair,Other,0,0,10
A-596240,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-596266,Unknown,Daylight,Fair,Other,6,0,10
A-597021,Unknown,Daylight,Fair,Other,5,0,10
A-597154,Signal_StopSign,Darkness_Lights_Unlit,Fair,Other,5,0,10
A-597373,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-597506,Unknown,Daylight,Fair,Other,3,0,10
A-597539,Unknown,Daylight,Fair,Other,6,0,10
A-597726,Unknown,Daylight,Fair,Other,10,0,10
A-598759,Unknown,Daylight,Fair,Other,5,0,10
A-598937,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-599071,Signal_StopSign,Daylight,Fair,Unknown,NA,0,10
A-599527,RoadHighwayJunction,Daylight,Fair,Other,0,0,10
A-599831,Unknown,Daylight,Fair,Other,3,0,10
A-600227,Unknown,Daylight,Fair,Other,8,0,10
A-600325,Unknown,Daylight,Fair,Other,13,0,10
A-600463,Signal_StopSign,Daylight,Fair,Other,6,0,10
A-600917,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-600969,Unknown,Daylight,Fair,Other,6,0,10
A-601241,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-601368,Unknown,Daylight,Fair,Other,8,0,10
A-601420,Unknown,Daylight,Fair,Other,3,0,10
A-601421,Unknown,Daylight,Fair,Other,8,0,10
A-601530,Unknown,Daylight,Fair,Other,9,0,10
A-601852,Unknown,Darkness_Lights_Unlit,Fair,Other,5,0,10
A-602079,Unknown,Daylight,Fair,Other,3,0,10
A-602417,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-602559,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-602560,Signal_StopSign,Daylight,Fair,Other,6,0,10
A-602576,Unknown,Daylight,Fair,Other,7,0,10
A-602700,Other,Darkness_Lights_Lit,Fair,Other,10,0,10
A-602701,Unknown,Daylight,Fair,Other,18,0,10
A-602725,Unknown,Daylight,Fair,Other,0,0,10
A-602811,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-603066,Unknown,Daylight,Fair,Other,3,0,10
A-603497,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-603531,Unknown,Daylight,Fair,Other,3,0,10
A-603670,Unknown,Darkness_Lights_Lit,Other,Other,12,0,10
A-603705,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-603886,Unknown,Daylight,Fair,Other,5,0,10
A-603935,Unknown,Daylight,Fair,Other,3,0,10
A-604894,Unknown,Darkness_Lights_Lit,Fair,Other,15,0,10
A-604941,Signal_StopSign,Daylight,Fair,Other,3,0,10
