education,opinion
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
Some College,Don't know
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Most robots have already developed higher levels of intelligence than humans
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will be able to develop higher levels of intelligence than humans in the future
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,Robots will never be able to develop higher levels of intelligence than humans
4-year,None of these
4-year,None of these
4-year,None of these
4-year,None of these
4-year,None of these
4-year,None of these
4-year,None of these
4-year,None of these
4-year,None of these
4-year,None of these
4-year,None of these
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
4-year,Don't know
Post-grad,Most robots have already developed higher levels of intelligence than humans
Post-grad,Most robots have already developed higher levels of intelligence than humans
Post-grad,Most robots have already developed higher levels of intelligence than humans
Post-grad,Most robots have already developed higher levels of intelligence than humans
Post-grad,Most robots have already developed higher levels of intelligence than humans
Post-grad,Most robots have already developed higher levels of intelligence than humans
Post-grad,Most robots have already developed higher levels of intelligence than humans
Post-grad,Most robots have already developed higher levels of intelligence than humans
Post-grad,Most robots have already developed higher levels of intelligence than humans
Post-grad,Most robots have already developed higher levels of intelligence than humans
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will be able to develop higher levels of intelligence than humans in the future
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,Robots will never be able to develop higher levels of intelligence than humans
Post-grad,None of these
Post-grad,None of these
Post-grad,None of these
Post-grad,None of these
Post-grad,None of these
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
Post-grad,Don't know
