id,latitude,longitude,severity,severity2,road_length_shutdown,dateof,day_of_week,month_of_year,week_of_year,time,city,zipcode,highway,street,side,special_condition,light,weather,wind,wind_speed,precipitation,visibility
A-367719,33.524015999999996,-112.119923,Somewhat Delay,Minor/Slight,0.464,2021-11-03,Wed,11,44,11:40:00,Phoenix,85017,Street,N 28th Dr,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-368223,33.66514,-111.954446,Somewhat Delay,Minor/Slight,0.316,2021-11-27,Sat,11,48,04:26:00,Phoenix,85054,highway,AZ-101 Loop E,R,Unknown,Daylight,Fair,Other,6,0,10
A-368265,33.484575,-112.113181,Somewhat Delay,Minor/Slight,0.866,2021-12-07,Tue,12,49,07:49:00,Phoenix,85015,highway,Black Canyon Fwy S,R,Unknown,Daylight,Fair,Other,5,0,10
A-368266,33.486328,-112.113166,Somewhat Delay,Minor/Slight,0.823,2021-11-14,Sun,11,46,10:22:00,Phoenix,85015,highway,Black Canyon Fwy S,R,Unknown,Daylight,Fair,Other,0,0,10
A-368267,33.488265999999996,-112.113151,Somewhat Delay,Minor/Slight,0.768,2021-10-13,Wed,10,41,12:43:00,Phoenix,85015,highway,Black Canyon Fwy S,R,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-368291,33.494170000000004,-112.220564,Somewhat Delay,Minor/Slight,0.019,2021-07-30,Fri,7,31,12:19:00,Phoenix,85033-3727,Street,N 75th Ave,L,Other,Daylight,Fair,Other,5,0,10
A-368292,33.495604,-112.220566,Somewhat Delay,Minor/Slight,0.023,2021-06-03,Thu,6,22,10:24:00,Phoenix,85033-3124,Street,N 75th Ave,R,Other,Daylight,Fair,Other,16,0,10
A-368303,33.477559,-112.029124,Somewhat Delay,Minor/Slight,0.128,2021-12-02,Thu,12,48,06:43:00,Phoenix,85008-1024,Street,E Cambridge Ave,R,Other,Daylight,Fair,Other,0,0,10
A-368497,33.527644,-112.043691,Somewhat Delay,Minor/Slight,0.613,2021-04-19,Mon,4,16,07:11:30,Phoenix,85016,highway,Piestewa Fwy S,R,RoadHighwayJunction,Daylight,Fair,Other,5,0,10
A-368723,33.580962,-112.113459,Somewhat Delay,Minor/Slight,0.069,2021-11-17,Wed,11,46,05:07:00,Phoenix,85021-1602,Street,N 25th Ave,L,Unknown,Daylight,Fair,Other,3,0,10
A-368819,33.553022999999996,-112.112492,Somewhat Delay,Minor/Slight,2.278,2021-05-10,Mon,5,19,10:08:00,Phoenix,85021,highway,Black Canyon Fwy S,R,Signal_StopSign,Daylight,Fair,Other,9,0,10
A-369040,33.492025,-112.203246,Somewhat Delay,Minor/Slight,0.196,2021-09-20,Mon,9,38,11:19:00,Phoenix,85033-4036,Street,N 67th Ave,L,Unknown,Daylight,Fair,Other,7,0,10
A-369836,33.602553,-112.009638,Somewhat Delay,Minor/Slight,0.6709999999999999,2021-11-09,Tue,11,45,15:42:00,Phoenix,85032,highway,Piestewa Fwy S,R,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,0,0,10
A-369956,33.411078,-111.989857,Somewhat Delay,Minor/Slight,0.76,2021-03-13,Sat,3,11,18:41:00,Phoenix,85040,highway,I-10 W,R,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-370019,33.4803,-112.078199,Somewhat Delay,Minor/Slight,0.038,2021-04-16,Fri,4,16,01:16:00,Phoenix,85013-4410,Street,W Thomas Rd,L,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-370208,33.48707,-112.182983,Somewhat Delay,Minor/Slight,0.145,2021-04-09,Fri,4,15,06:23:00,Phoenix,85031-3239,Street,W Mulberry Dr,R,Unknown,Daylight,Fair,Other,3,0,10
A-370224,33.640623,-112.02388700000002,Somewhat Delay,Minor/Slight,0.004,2021-07-30,Fri,7,31,07:33:00,Phoenix,85032,Street,E Bell Rd,R,Unknown,Daylight,Fair,Unknown,NA,0,10
A-370341,33.496401,-112.043916,Somewhat Delay,Minor/Slight,0.757,2021-12-24,Fri,12,52,06:03:30,Phoenix,85016,highway,Piestewa Fwy S,R,Unknown,Daylight,Raining,Other,6,0.01,2
A-370406,33.446182,-112.047207,Somewhat Delay,Minor/Slight,0.07,2021-08-27,Fri,8,35,06:05:00,Phoenix,85034-2429,Street,E Madison St,R,Unknown,Daylight,Fair,Other,5,0,10
A-370632,33.479498,-112.264069,Somewhat Delay,Minor/Slight,0.561,2021-10-16,Sat,10,42,16:37:30,Phoenix,85037,highway,AZ-101 Loop S,R,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-370633,33.498324,-112.265814,Somewhat Delay,Minor/Slight,1.95,2021-06-02,Wed,6,22,10:33:30,Phoenix,85037,highway,AZ-101 Loop S,R,Unknown,Daylight,Fair,Other,16,0,10
A-370634,33.488756,-112.264007,Somewhat Delay,Minor/Slight,1.609,2021-05-19,Wed,5,20,06:47:30,Phoenix,85037,highway,AZ-101 Loop S,R,Unknown,Daylight,Fair,Other,14,0,10
A-370848,33.701583,-111.925301,Somewhat Delay,Minor/Slight,0.2,2021-04-20,Tue,4,16,23:05:30,Phoenix,85054,Street,N Scottsdale Rd,L,Unknown,Daylight,Fair,Other,5,0,10
A-370909,33.538538,-112.112435,Somewhat Delay,Minor/Slight,1.724,2021-10-22,Fri,10,43,12:05:30,Phoenix,85015,Street,W Glendale Ave,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,8,0,10
A-370964,33.512965,-112.082475,Somewhat Delay,Minor/Slight,0.042,2021-11-11,Thu,11,45,04:00:00,Phoenix,85013-2233,Street,N 7th Ave,R,Signal_StopSign,Daylight,Fair,Other,6,0,10
A-371022,33.46252,-112.209323,Somewhat Delay,Minor/Slight,0.76,2021-12-02,Thu,12,48,16:29:00,Phoenix,85043,highway,I-10 E,R,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-371187,33.769321999999995,-112.128492,Somewhat Delay,Minor/Slight,0.094,2021-09-27,Mon,9,39,12:44:00,Phoenix,85085,highway,AZ-303 Loop,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-371232,33.566996,-112.14293,Somewhat Delay,Minor/Slight,0.036,2021-07-06,Tue,7,27,07:35:00,Phoenix,85051-3714,Street,N 39th Ave,L,Unknown,Daylight,Fair,Other,10,0,10
A-371277,33.494753,-112.208215,Somewhat Delay,Minor/Slight,0.038,2021-10-17,Sun,10,42,07:41:00,Phoenix,85033-3251,Street,N 69th Dr,L,Other,Daylight,Fair,Other,6,0,10
A-371278,33.494717,-112.213858,Somewhat Delay,Minor/Slight,0.01,2021-08-28,Sat,8,35,12:34:00,Phoenix,85033,Street,N 72nd Ave,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,9,0,5
A-371488,33.66894,-112.076557,Somewhat Delay,Minor/Slight,1.128,2021-03-05,Fri,3,10,03:44:00,Phoenix,85027,highway,AZ-101 Loop W,R,RoadHighwayJunction,Daylight,Fair,Other,6,0,10
A-371639,33.640567,-112.033016,Somewhat Delay,Minor/Slight,0.054,2021-11-18,Thu,11,46,19:53:00,Phoenix,85022-2936,Street,E Bell Rd,L,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-371769,33.516858,-112.104104,Somewhat Delay,Minor/Slight,0.06,2021-07-04,Sun,7,27,20:57:00,Phoenix,85015,Street,N 21st Ave,L,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-371794,33.465927,-112.121473,Somewhat Delay,Minor/Slight,0.115,2021-09-29,Wed,9,39,08:52:00,Phoenix,85009-2516,Street,W McDowell Rd,L,Signal_StopSign,Daylight,Fair,Other,13,0,10
A-371814,33.480185,-112.016167,Somewhat Delay,Minor/Slight,0.018,2021-11-29,Mon,11,48,05:53:00,Phoenix,85008-1124,Street,N 30th Pl,L,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-372123,33.523965000000004,-112.089459,Somewhat Delay,Minor/Slight,0.097,2021-09-06,Mon,9,36,01:07:00,Phoenix,85013-1621,Street,W Bethany Home Rd,L,Unknown,Daylight,Fair,Other,6,0,10
A-372149,33.451116999999996,-111.980028,Somewhat Delay,Minor/Slight,0.025,2021-05-18,Tue,5,20,13:43:00,Phoenix,85008-6593,Street,N 47th Pl,L,Unknown,Darkness_Lights_Lit,Fair,Other,10,0,10
A-372364,33.465477,-112.038017,Somewhat Delay,Minor/Slight,1.179,2021-08-13,Fri,8,33,10:31:30,Phoenix,85006,highway,AZ-51 N,R,Signal_StopSign,Daylight,Fair,Unknown,NA,0,10
A-372603,33.524015999999996,-112.119923,Somewhat Delay,Minor/Slight,0.211,2021-10-26,Tue,10,43,12:41:00,Phoenix,85017,Street,N 28th Dr,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-372806,33.508316,-112.05845,Somewhat Delay,Minor/Slight,0.063,2021-09-30,Thu,9,39,06:32:00,Phoenix,85014-3622,Street,N 11th St,R,Unknown,Daylight,Fair,Other,5,0,10
A-373201,33.379171,-112.07325,Somewhat Delay,Minor/Slight,0.104,2021-04-04,Sun,4,14,00:19:30,Phoenix,85041,Street,S Central Ave,R,Pedestrian_Crossing,Daylight,Fair,Other,7,0,10
A-373290,33.509439,-112.112498,Somewhat Delay,Minor/Slight,2.42,2021-07-27,Tue,7,30,09:49:00,Phoenix,85015,Street,W Camelback Rd,R,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-373403,33.45386,-112.05893600000002,Somewhat Delay,Minor/Slight,0.068,2021-04-02,Fri,4,14,10:56:00,Phoenix,85006-3320,Street,N 11th St,R,Unknown,Daylight,Fair,Other,8,0,10
A-373778,33.465477,-112.038017,Somewhat Delay,Minor/Slight,0.818,2021-08-23,Mon,8,34,09:32:30,Phoenix,85006,highway,AZ-51 N,R,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-374100,33.461453999999996,-112.074072,Somewhat Delay,Minor/Slight,0.6890000000000001,2021-11-04,Thu,11,44,06:43:00,Phoenix,85004,Street,Hance Deck Park Tunnel,R,Unknown,Daylight,Fair,Other,0,0,10
A-374101,33.461071999999994,-112.087071,Somewhat Delay,Minor/Slight,2.119,2021-08-29,Sun,8,35,04:11:00,Phoenix,85007,highway,I-10 E,R,Unknown,Daylight,Fair,Other,5,0,10
A-374102,33.461559,-112.102059,Somewhat Delay,Minor/Slight,2.631,2021-06-11,Fri,6,24,05:22:00,Phoenix,85009,highway,I-10 E,R,Unknown,Daylight,Fair,Other,5,0,10
A-374195,33.451788,-112.238349,Somewhat Delay,Minor/Slight,0.057,2021-12-28,Tue,12,52,07:10:00,Phoenix,85043,Street,N 83rd Ave,R,Signal_StopSign,Daylight,Fair,Other,9,0,10
A-374733,33.668969,-112.058766,Somewhat Delay,Minor/Slight,1.181,2021-12-14,Tue,12,50,00:15:00,Phoenix,85024,highway,Pima Fwy E,R,Unknown,Darkness_Lights_Unlit,Fair,Other,8,0,10
A-374838,33.493805,-112.070544,Somewhat Delay,Minor/Slight,0.067,2021-05-07,Fri,5,19,07:42:00,Phoenix,85012,Street,N 2nd Pl,L,Unknown,Daylight,Fair,Other,13,0,10
A-374893,33.775682,-112.130844,Somewhat Delay,Minor/Slight,0.442,2021-04-20,Tue,4,16,04:43:30,Phoenix,85085,highway,Black Canyon Fwy S,R,Unknown,Daylight,Fair,Other,7,0,10
A-375045,33.452903000000006,-111.969792,Somewhat Delay,Minor/Slight,0.081,2021-11-25,Thu,11,47,09:11:00,Phoenix,85008,Street,N 52nd St,R,Unknown,Daylight,Fair,Other,10,0,10
A-375120,33.462488,-112.164665,Somewhat Delay,Minor/Slight,0.92,2021-04-22,Thu,4,16,22:32:00,Phoenix,85043,highway,I-10 E,R,Unknown,Darkness_Lights_Unlit,Fair,Other,13,0,10
A-375807,33.499706,-112.266594,Somewhat Delay,Minor/Slight,0.753,2021-12-17,Fri,12,51,12:01:00,Phoenix,85037,highway,AZ-101 Loop S,R,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-375921,33.510937,-112.116975,Somewhat Delay,Minor/Slight,0.116,2021-11-04,Thu,11,44,11:16:30,Phoenix,85017,Street,N 27th Ave,R,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-376023,33.389163,-112.081875,Somewhat Delay,Minor/Slight,0.034,2021-05-25,Tue,5,21,17:14:00,Phoenix,85041-5602,Street,S 7th Ave,L,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-376045,33.505814,-112.201728,Somewhat Delay,Minor/Slight,0.086,2021-12-01,Wed,12,48,12:19:00,Phoenix,85033-1655,Street,W Coolidge St,R,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-376109,33.448075,-112.007409,Somewhat Delay,Minor/Slight,0.065,2021-03-15,Mon,3,11,07:16:00,Phoenix,85034,Street,E Washington St,L,Signal_StopSign,Daylight,Fair,Other,7,0,10
A-376166,33.53125,-112.11243799999998,Somewhat Delay,Minor/Slight,2.3,2021-12-20,Mon,12,51,23:41:30,Phoenix,85017,highway,Black Canyon Fwy S,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-376407,33.642348999999996,-112.115574,Somewhat Delay,Minor/Slight,0.8009999999999999,2021-08-18,Wed,8,33,10:54:00,Phoenix,85053,highway,Black Canyon Fwy S,R,Unknown,Daylight,Fair,Other,16,0,10
A-376526,33.699944,-112.11491399999998,Somewhat Delay,Minor/Slight,0.182,2021-12-10,Fri,12,50,10:53:00,Phoenix,85083,highway,Black Canyon Fwy S,R,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-376527,33.704906,-112.11593899999998,Somewhat Delay,Minor/Slight,0.6920000000000001,2021-09-17,Fri,9,38,17:24:00,Phoenix,85083,highway,Black Canyon Fwy S,R,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,3,0,10
A-376955,33.538027,-112.125604,Somewhat Delay,Minor/Slight,0.036,2021-06-12,Sat,6,24,12:42:00,Phoenix,85017-1109,Street,N 31st Ave,R,Signal_StopSign,Darkness_Lights_Unlit,Fair,Other,8,0,10
A-376985,33.462153,-112.043577,Somewhat Delay,Minor/Slight,1.945,2021-07-20,Tue,7,29,12:28:00,Phoenix,85006,highway,I-10 W,R,Unknown,Daylight,Fair,Other,13,0,10
A-376990,33.474408000000004,-112.112957,Somewhat Delay,Minor/Slight,0.696,2021-06-23,Wed,6,25,06:03:30,Phoenix,85009,highway,Black Canyon Fwy N,R,RoadHighwayJunction,Daylight,Fair,Other,5,0.02,10
A-377588,33.47938,-112.063952,Somewhat Delay,Minor/Slight,0.057,2021-10-14,Thu,10,41,09:01:00,Phoenix,85006-1032,Street,E Edgemont Ave,L,Unknown,Daylight,Fair,Other,8,0,10
A-377620,33.461275,-112.088733,Somewhat Delay,Minor/Slight,1.119,2021-05-10,Mon,5,19,06:05:00,Phoenix,85007,highway,I-10 E,R,Unknown,Daylight,Fair,Other,6,0,10
A-378591,33.798241,-112.129222,Somewhat Delay,Minor/Slight,0.066,2021-11-06,Sat,11,45,09:30:00,Phoenix,85085,highway,W Carefree Hwy,R,Signal_StopSign,Daylight,Fair,Other,7,0,10
A-378640,33.480151,-112.181032,Somewhat Delay,Minor/Slight,0.025,2021-08-30,Mon,8,35,20:00:00,Phoenix,85035,Street,N 56th Ave,L,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-379062,33.457253,-112.037045,Somewhat Delay,Minor/Slight,2.343,2021-09-20,Mon,9,38,07:32:30,Phoenix,85006,highway,I-10 W,R,Unknown,Daylight,Fair,Other,6,0,10
A-379205,33.494867,-112.190796,Somewhat Delay,Minor/Slight,0.01,2021-09-14,Tue,9,37,02:18:00,Phoenix,85033-2804,Street,W Indian School Rd,R,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-379535,33.413786,-112.20405,Somewhat Delay,Minor/Slight,0.195,2021-10-11,Mon,10,41,07:31:00,Phoenix,85043-6808,Street,W Illini St,L,Unknown,Daylight,Fair,Other,18,0,10
A-379545,33.422348,-112.126821,Somewhat Delay,Minor/Slight,0.064,2021-08-19,Thu,8,33,08:22:00,Phoenix,85009-6728,Street,W Lower Buckeye Rd,R,Unknown,Daylight,Fair,Other,7,0,10
A-379700,33.482197,-112.162873,Somewhat Delay,Minor/Slight,0.353,2021-08-28,Sat,8,35,08:53:00,Phoenix,85031-3658,Street,N 48th Dr,L,Unknown,Daylight,Fair,Other,7,0,10
A-379745,33.411891,-112.010627,Somewhat Delay,Minor/Slight,0.951,2021-05-04,Tue,5,18,08:28:00,Phoenix,85040,highway,I-10 E,R,Unknown,Daylight,Fair,Other,6,0,10
A-379810,33.668625,-112.125926,Somewhat Delay,Minor/Slight,2.844,2021-12-07,Tue,12,49,00:08:30,Phoenix,85027,highway,AZ-101 Loop E,R,Unknown,Darkness_Lights_Unlit,Fair,Unknown,NA,0,10
A-380171,33.447092,-112.186084,Somewhat Delay,Minor/Slight,0.52,2021-03-10,Wed,3,10,07:41:00,Phoenix,85043,highway,South Mountain Fwy,R,RoadHighwayJunction,Daylight,Fair,Other,14,0,10
A-380230,33.523254,-112.134256,Somewhat Delay,Minor/Slight,0.049,2021-12-08,Wed,12,49,07:05:00,Phoenix,85017-1914,Street,N 35th Ave,L,Other,Daylight,Fair,Other,6,0,10
A-380980,33.461902,-112.063209,Somewhat Delay,Minor/Slight,1.518,2021-12-02,Thu,12,48,09:45:30,Phoenix,85006,highway,I-10 E,R,Unknown,Daylight,Fair,Other,3,0,10
A-380981,33.461568,-112.104346,Somewhat Delay,Minor/Slight,2.563,2021-06-11,Fri,6,24,07:14:30,Phoenix,85009,Street,N 21st Ave,R,Unknown,Daylight,Fair,Other,0,0,10
A-381130,33.859390000000005,-112.110697,Somewhat Delay,Minor/Slight,0.07400000000000001,2021-12-16,Thu,12,50,00:51:00,Phoenix,85086,Street,W Anthem Way,L,Unknown,Daylight,Fair,Other,7,0,10
A-381201,33.436718,-112.037788,Somewhat Delay,Minor/Slight,1.153,2021-06-10,Thu,6,23,10:36:30,Phoenix,85034,highway,US-60 E,R,Unknown,Daylight,Fair,Other,12,0,10
A-381302,33.404598,-112.081982,Somewhat Delay,Minor/Slight,0.168,2021-09-30,Thu,9,39,01:21:00,Phoenix,85041-2436,Street,S 7th Ave,L,Unknown,Daylight,Fair,Other,7,0,10
A-381359,33.538525,-112.131596,Somewhat Delay,Minor/Slight,0.193,2021-11-04,Thu,11,44,10:17:30,Phoenix,85051,Street,W Glendale Ave,R,Signal_StopSign,Daylight,Fair,Other,7,0,10
A-381366,33.411065,-111.989854,Somewhat Delay,Minor/Slight,0.591,2021-03-13,Sat,3,11,18:35:30,Phoenix,85040,highway,I-10 W,R,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-381584,33.672352000000004,-111.97076,Somewhat Delay,Minor/Slight,3.807,2021-09-21,Tue,9,38,02:12:30,Phoenix,85054,highway,AZ-101 Loop E,R,Unknown,Daylight,Fair,Other,0,0,10
A-381636,33.553022999999996,-112.112492,Somewhat Delay,Minor/Slight,0.715,2021-12-29,Wed,12,52,11:05:00,Phoenix,85021,highway,Black Canyon Fwy S,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-381750,33.538421,-112.086502,Somewhat Delay,Minor/Slight,0.031,2021-05-21,Fri,5,21,12:20:00,Phoenix,85021,Street,W Glendale Ave,R,Signal_StopSign,Daylight,Fair,Windy,21,0,10
A-383182,33.572817,-112.021924,Somewhat Delay,Minor/Slight,0.302,2021-12-25,Sat,12,52,17:54:00,Phoenix,85028,highway,Piestewa Fwy S,R,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,5
A-383183,33.576589,-112.0132,Somewhat Delay,Minor/Slight,0.456,2021-07-22,Thu,7,29,23:23:00,Phoenix,85028,highway,Piestewa Fwy S,R,Unknown,Daylight,Raining,Other,5,0.03,6
A-383252,33.467688,-112.110592,Somewhat Delay,Minor/Slight,7.801,2021-07-29,Thu,7,30,09:52:00,Phoenix,85009,highway,Black Canyon Fwy N,R,RoadHighwayJunction,Daylight,Fair,Other,3,0,10
A-383253,33.486328,-112.113013,Somewhat Delay,Minor/Slight,0.607,2021-05-30,Sun,5,22,08:05:00,Phoenix,85015,highway,Black Canyon Fwy N,R,Unknown,Daylight,Fair,Other,6,0,10
A-383260,33.451431,-112.04668999999998,Somewhat Delay,Minor/Slight,0.005,2021-12-14,Tue,12,50,09:09:00,Phoenix,85006-3737,Street,E Van Buren St,R,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-383272,33.462218,-112.047776,Somewhat Delay,Minor/Slight,1.87,2021-12-04,Sat,12,49,10:42:30,Phoenix,85006,highway,I-10 W,R,Signal_StopSign,Darkness_Lights_Unlit,Fair,Other,0,0,10
A-383289,33.456041,-112.035983,Somewhat Delay,Minor/Slight,0.135,2021-08-28,Sat,8,35,22:48:00,Phoenix,85006-3838,Street,E Pierce St,L,Unknown,Darkness_Lights_Unlit,Fair,Other,9,0,10
A-383689,33.513584,-112.112435,Somewhat Delay,Minor/Slight,2.7060000000000004,2021-09-01,Wed,9,35,08:06:30,Phoenix,85015,highway,Black Canyon Fwy S,R,RoadHighwayJunction,Daylight,Fair,Other,10,0,10
A-384001,33.538525,-112.131596,Somewhat Delay,Minor/Slight,0.159,2021-11-04,Thu,11,44,10:17:30,Phoenix,85051,Street,W Glendale Ave,R,Signal_StopSign,Daylight,Fair,Other,7,0,10
A-384030,33.636553,-112.047167,Somewhat Delay,Minor/Slight,0.055,2021-12-24,Fri,12,52,14:12:00,Phoenix,85022-2839,Street,E Aire Libre Ave,L,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-384132,33.488756,-112.264007,Somewhat Delay,Minor/Slight,1.628,2021-08-25,Wed,8,34,09:28:30,Phoenix,85037,highway,AZ-101 Loop S,R,Unknown,Daylight,Fair,Other,0,0,10
A-384229,33.377720000000004,-112.099117,Somewhat Delay,Minor/Slight,0.422,2021-11-28,Sun,11,48,03:12:00,Phoenix,85041-6506,Street,W Baseline Rd,L,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-384247,33.523798,-112.073697,Somewhat Delay,Minor/Slight,0.057,2021-12-04,Sat,12,49,04:21:00,Phoenix,85013,Street,W Bethany Home Rd,L,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-384561,33.545533,-112.06465,Somewhat Delay,Minor/Slight,0.045,2021-08-10,Tue,8,32,09:29:00,Phoenix,85020-5033,Street,E Orangewood Ave,R,Unknown,Daylight,Fair,Other,7,0,10
A-384709,33.58585,-112.09968700000002,Somewhat Delay,Minor/Slight,0.08,2021-05-27,Thu,5,21,00:09:00,Phoenix,85029-4905,Street,N 19th Ave,L,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-384795,33.435425,-112.108264,Somewhat Delay,Minor/Slight,0.916,2021-12-09,Thu,12,49,04:34:00,Phoenix,85009,highway,Black Canyon Fwy S,R,RoadHighwayJunction,Daylight,Fair,Other,8,0,10
A-385075,33.462201,-112.129296,Somewhat Delay,Minor/Slight,0.69,2021-07-20,Tue,7,29,08:56:00,Phoenix,85009,highway,I-10 E,R,Unknown,Daylight,Fair,Other,6,0,10
A-385127,33.509417,-112.113946,Somewhat Delay,Minor/Slight,0.093,2021-06-04,Fri,6,23,00:53:30,Phoenix,85017-3209,Street,W Camelback Rd,L,Other,Daylight,Fair,Other,6,0,10
A-385212,33.668857,-112.126432,Somewhat Delay,Minor/Slight,0.884,2021-12-24,Fri,12,52,05:16:00,Phoenix,85027,highway,AZ-101 Loop W,R,Unknown,Daylight,Raining,Other,6,0.05,1
A-385213,33.669230999999996,-112.134294,Somewhat Delay,Minor/Slight,0.252,2021-12-08,Wed,12,49,01:02:00,Phoenix,85027,highway,AZ-101 Loop W,R,Unknown,Daylight,Fair,Other,6,0,10
A-385508,33.350425,-111.972343,Somewhat Delay,Minor/Slight,0.104,2021-06-27,Sun,6,26,09:11:00,Phoenix,85044,highway,I-10 E,R,Unknown,Daylight,Fair,Other,5,0,10
A-385617,33.458526,-112.108179,Somewhat Delay,Minor/Slight,1.194,2021-10-16,Sat,10,42,01:31:00,Phoenix,85009,highway,Black Canyon Fwy S,R,RoadHighwayJunction,Daylight,Fair,Other,15,0,10
A-385653,33.671065999999996,-112.065599,Somewhat Delay,Minor/Slight,0.198,2021-03-14,Sun,3,11,23:13:30,Phoenix,85024,Street,N 7th St,R,Unknown,Darkness_Lights_Unlit,Fair,Other,5,0,10
A-385957,33.46154,-112.099153,Somewhat Delay,Minor/Slight,2.072,2021-07-30,Fri,7,31,06:36:30,Phoenix,85007,highway,I-10 E,R,Unknown,Daylight,Fair,Other,3,0,10
A-386061,33.712876,-112.108844,Somewhat Delay,Minor/Slight,0.004,2021-12-26,Sun,12,52,10:55:00,Phoenix,85085,Street,W Happy Valley Rd,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-386097,33.462802,-112.22472,Somewhat Delay,Minor/Slight,5.665,2021-12-06,Mon,12,49,08:48:00,Phoenix,85043,highway,I-10 W,R,Unknown,Daylight,Fair,Other,0,0,10
A-386182,33.47300300000001,-112.063972,Somewhat Delay,Minor/Slight,0.127,2021-12-13,Mon,12,50,14:03:00,Phoenix,85006-2279,Street,N 8th St,R,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-386183,33.47117,-112.063971,Somewhat Delay,Minor/Slight,0.126,2021-10-21,Thu,10,42,06:50:00,Phoenix,85006-1608,Street,N 8th St,L,Unknown,Daylight,Fair,Other,3,0,10
A-386184,33.474764,-112.063984,Somewhat Delay,Minor/Slight,0.128,2021-10-17,Sun,10,42,06:05:00,Phoenix,85006-1623,Street,E Sheridan St,L,Other,Daylight,Fair,Other,6,0,10
A-386185,33.47300300000001,-112.063972,Somewhat Delay,Minor/Slight,0.122,2021-06-22,Tue,6,25,13:14:00,Phoenix,85006-2279,Street,N 8th St,R,Unknown,Darkness_Lights_Lit,Fair,Other,13,0,10
A-386330,33.668677,-111.97749,Somewhat Delay,Minor/Slight,0.374,2021-07-29,Thu,7,30,04:46:00,Phoenix,85050,Street,N Tatum Blvd,L,Signal_StopSign,Daylight,Fair,Other,7,0,10
A-386935,33.538284999999995,-112.108244,Somewhat Delay,Minor/Slight,0.023,2021-05-05,Wed,5,18,16:47:00,Phoenix,85015-1056,Street,N 23rd Ave,L,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,10
A-387244,33.528267,-112.043477,Somewhat Delay,Minor/Slight,0.434,2021-10-15,Fri,10,42,16:39:00,Phoenix,85016,highway,Piestewa Fwy N,R,Unknown,Darkness_Lights_Lit,Fair,Other,13,0,10
A-387354,33.462139,-112.122372,Somewhat Delay,Minor/Slight,11.252,2021-12-06,Mon,12,49,09:01:00,Phoenix,85009,highway,I-10 W,R,Unknown,Daylight,Fair,Other,0,0,10
A-387449,33.447990999999995,-112.195209,Somewhat Delay,Minor/Slight,0.245,2021-08-10,Tue,8,32,08:43:00,Phoenix,85043,Street,N 63rd Ave,R,Unknown,Daylight,Fair,Other,6,0,10
A-387576,33.462503000000005,-112.069943,Somewhat Delay,Minor/Slight,0.05799999999999999,2021-07-30,Fri,7,31,15:51:00,Phoenix,85004,highway,I-10 W,R,Unknown,Darkness_Lights_Lit,Other,Windy,21,0,10
A-387695,33.50922,-112.044474,Somewhat Delay,Minor/Slight,1.556,2021-08-24,Tue,8,34,11:06:30,Phoenix,85016-4005,Street,E Camelback Rd,R,Unknown,Daylight,Fair,Other,8,0,10
A-387696,33.499025,-112.043796,Somewhat Delay,Minor/Slight,0.934,2021-04-15,Thu,4,15,05:24:30,Phoenix,85016,highway,Piestewa Fwy S,R,Unknown,Daylight,Fair,Other,12,0,10
